,rxn
1929,CC(C)(C)OC(=O)n1c(-c2cc3ccccc3[nH]c2=O)cc2cc(CO)ccc21.ClCCl>>CC(C)(C)OC(=O)n1c(-c2cc3ccccc3[nH]c2=O)cc2cc(C=O)ccc21
25598,CN1CCN(c2cccc(N)c2)CC1.Fc1ccccc1CNc1cccn2nc(Cl)nc12>>CN1CCN(c2cccc(Nc3nc4c(NCc5ccccc5F)cccn4n3)c2)CC1
17808,CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CC(C)CN.CCOC(C)=O.ClCCCl.O=Cc1ccc2c(c1)OCCCC2.[Na+]>>CC(C)CNCc1ccc2c(c1)OCCCC2
10424,C1CCOC1.Nc1ccc(OCCN2CCOCC2)c2ccccc12.O=C=N[C@@H]1C[C@H]1c1ccccc1>>O=C(Nc1ccc(OCCN2CCOCC2)c2ccccc12)NC1CC1c1ccccc1
7360,C1CCOC1.COP(=O)(CC(=O)CCCCCNC(=O)OC(C)(C)C)OC.Cc1ncc(C=O)cn1.O.O=C([O-])[O-].[K+].[K+]>>Cc1ncc(C=CC(=O)CCCCCNC(=O)OC(C)(C)C)cn1
46771,C.CCO.CCOC(=O)c1c(N(Cc2c(F)cccc2F)C(=O)OCC)sc(-c2ccc(NC(=O)NOC)cc2)c1CN(C)Cc1ccccc1.Cl.[Pd]>>CCOC(=O)c1c(N(Cc2c(F)cccc2F)C(=O)OCC)sc(-c2ccc(NC(=O)NOC)cc2)c1CNC
6915,C1COCCO1.C=C[Sn](CCCC)(CCCC)CCCC.Cc1ccc(-c2ncc(C)o2)c(Cl)n1.c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>C=Cc1nc(C)ccc1-c1ncc(C)o1
24763,COCC(=O)Nc1cc2c(cc1F)CC(=O)N2.Cc1c(C=O)[nH]c2c1C(=O)N(CCN1CCOCC1)CC2>>COCC(=O)Nc1cc2c(cc1F)C(=Cc1[nH]c3c(c1C)C(=O)N(CCN1CCOCC1)CC3)C(=O)N2
21631,CC(C)N1CCNCC1.CN(Cc1cn2c(F)cccc2n1)[C@H]1CCCc2cccnc21>>CC(C)N1CCN(c2cccc3nc(CN(C)[C@H]4CCCc5cccnc54)cn23)CC1
15119,CC(C)(C)OC(=O)N1CC[C@@H](Sc2ccc(O)cc2)C1.ClCCl.O=C(O)C(F)(F)F>>O=C(O)C(F)(F)F.Oc1ccc(S[C@@H]2CCNC2)cc1
17014,CC(=O)O.CC(C)(CCCOC(=O)c1ccccc1)COS(=O)(=O)CCCN=[N+]=[N-].CC(C)(CO)CCNC(=O)OCCOC(=O)c1ccccc1.CCO.[H][H].[Pd]>>CC(=O)O.CC(C)(CCCOC(=O)c1ccccc1)COS(=O)(=O)CCCN
49737,CC(C)(C)OC(=O)N[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(Cl)sc2[nH]1.ClCCl.O=C(O)C(F)(F)F>>N[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(Cl)sc2[nH]1
10741,CC(C)=O.CCOc1cnc(-c2cccc(Cc3nn(-c4cnn(CCOCc5ccccc5)c4)ccc3=O)c2)nc1.O=C[O-].[NH4+].[Pd]>>CCOc1cnc(-c2cccc(Cc3nn(-c4cnn(CCO)c4)ccc3=O)c2)nc1
35161,CCN(C(C)C)C(C)C.CCOC(=O)c1cn(Cc2c(F)cccc2F)c2cc(Br)c(CBr)cc2c1=O.CCOC(C)=O.CN(C)C=O.CNCc1ccccc1.O>>CCOC(=O)c1cn(Cc2c(F)cccc2F)c2cc(Br)c(CN(C)Cc3ccccc3)cc2c1=O
23209,CCO.CCOC(C)=O.Cl.O=C(O)C1CCN(c2ccc([N+](=O)[O-])cc2)CC1>>Cl.Cl.Nc1ccc(N2CCC(C(=O)O)CC2)cc1
6591,C1CCOC1.CCN(CC)CC.CCOC(=O)Cl.CCOc1cc(C(=O)O)ccc1[N+](=O)[O-].NN.O>>CCOc1cc(C(=O)NN)ccc1[N+](=O)[O-]
45596,O=C(Cc1ccccc1)N1CCNCC1.O=C(NCc1ccccc1)C1(CCCCBr)c2ccccc2-c2ccccc21>>O=C(Cc1ccccc1)N1CCN(CCCCC2(C(=O)NCc3ccccc3)c3ccccc3-c3ccccc32)CC1
41401,CI.CN(C)C=O.Cc1cccc2nc(CSc3nc(-c4ccccc4)n[nH]3)nn12.O=C([O-])[O-].[K+].[K+]>>Cc1cccc2nc(CSc3nc(-c4ccccc4)nn3C)nn12
35713,CCN(CC)CC.CN(C)C=O.Cl.O=C(Nc1ccc(N2CCCNCC2)cc1)c1nc(-c2ccccc2)oc1C(F)(F)F.O=C(O)c1ccc(CBr)cc1>>O=C(O)c1ccc(CN2CCCN(c3ccc(NC(=O)c4nc(-c5ccccc5)oc4C(F)(F)F)cc3)CC2)cc1
35026,CC(=O)N(C)C.COCCN(C)S(=O)(=O)c1ccccc1Nc1nc(Cl)ncc1Cl.COc1cc2c(cc1N)CCN(CC(=O)N(C)C)CC2>>COCCN(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2cc3c(cc2OC)CCN(CC(=O)N(C)C)CC3)ncc1Cl
40562,BrC1CCCC1.CC(=O)NC(C)c1cc2ccc(CCc3ccc(O)cc3)cc2o1>>CC(=O)NC(C)c1cc2ccc(CCc3ccc(OC4CCCC4)cc3)cc2o1
44778,Cc1onc(-c2ccccc2)c1COc1ccc(C(=O)O)cn1.NC1CCCC1>>Cc1onc(-c2ccccc2)c1COc1ccc(C(=O)NC2CCCC2)cn1
34885,CCN(C(C)C)C(C)C.CCOC(C)=O.CN1C(=O)CCc2cc(-c3cncc(O[C@H]4CCNC4)c3)ccc21.Cl.Cn1cc(C(=O)O)cn1.O=C([O-])O.[Na+]>>CN1C(=O)CCc2cc(-c3cncc(O[C@H]4CCN(C(=O)c5cnn(C)c5)C4)c3)ccc21
19687,CCN(CC)CC.CN.Cl.ClC(Cl)Cl.ClCCl.O=S(=O)(Cl)c1cccc2cnccc12>>CNS(=O)(=O)c1cccc2cnccc12
45342,C=O.CC(=O)O.CNC.O=C1c2ccccc2S(=O)(=O)c2cc(C(=O)N3CCc4ccoc4C3)ccc21>>CN(C)Cc1cc2c(o1)CN(C(=O)c1ccc3c(c1)S(=O)(=O)c1ccccc1C3=O)CC2
23889,C1CCOC1.CCO.CCOC(=O)COc1ccc(N(C)Cc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)cc1C.O=S(=O)([O-])O.[K+].[Li+].[OH-]>>Cc1cc(N(C)Cc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O
14009,BrCCc1ccccc1.CC#N.N#CC(c1ccccc1)(c1ccccc1)[C@H]1CCCNC1.O=C([O-])[O-].[K+].[K+]>>N#CC(c1ccccc1)(c1ccccc1)[C@H]1CCCN(CCc2ccccc2)C1
19420,CC#N.CCOC(=O)C1(N(C)c2c(F)c(Oc3cccc(C4=NCCN4C)c3)nc(Oc3cc(C(=N)N)ccc3O)c2F)CCCC1.Cl.O=C(O)C(F)(F)F>>CN1CCN=C1c1cccc(Oc2nc(Oc3cc(C(=N)N)ccc3O)c(F)c(N(C)C3(C(=O)O)CCCC3)c2F)c1
24835,CN1CCN(Cc2cc(-c3ccc4c(c3)CCO4)nn(CCCc3ccc(Cl)cc3)c2=O)CC1.O=C(O)c1cc(-c2ccc3c(c2)CCO3)nn(Cc2ccccc2Cl)c1=O>>O=c1c(CO)cc(-c2ccc3c(c2)CCO3)nn1Cc1ccccc1Cl
5874,CC#N.CC(C)CCn1nc(-c2cccs2)c(O)c(C2=Nc3ccc(N)cc3S(=O)(=O)N2)c1=O.CCN(C(C)C)C(C)C.COC(=O)Cl.c1ccncc1>>COC(=O)Nc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c(-c3cccs3)nn(CCC(C)C)c1=O)=N2
38859,CC[C@@H](COC)n1cc(Cl)nc(Cl)c1=O.Clc1cc(Br)cc2c1NCC2>>CC[C@@H](COC)n1cc(Cl)nc(N2CCc3cc(Br)cc(Cl)c32)c1=O
6120,CC(CO)NC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(CCN)c1=O.O=C(Cl)N1CCOCC1>>CC(CO)NC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(CCNC(=O)N2CCOCC2)c1=O
26838,CC(C)CC(CNC(Cc1ccc(OCc2ccccc2)cc1)C(=O)NC(C)(C)C)NC(=O)OC(C)(C)C.ClCCl>>CC(C)C[C@H](N)CN[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)NC(C)(C)C
20868,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.CCOC(C)=O.COCCOC.Cc1ccc(S(=O)(=O)n2cc(Br)c3cc(Cl)cnc32)cc1.Cl[Pd]Cl.[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1>>Cc1ccc(S(=O)(=O)n2cc(B3OC(C)(C)C(C)(C)O3)c3cc(Cl)cnc32)cc1
35550,CC(=O)O.CN(C)C=O.COc1cc2nccc(Oc3ccc(N)cc3Cl)c2cc1OC.[La]>>COc1cc2nccc(Oc3ccc(N)cc3)c2cc1OC.[La]
9656,COC(=O)c1cc(N2CCC(NC(=O)c3[nH]c(C#N)c(Cl)c3Cl)CC2)c2ccccc2n1.Cc1[nH]c(C(=O)NC2CCN(c3nc(O)c(C#N)s3)CC2)c(Cl)c1Cl>>N#Cc1[nH]c(C(=O)NC2CCN(c3cc(C(=O)O)nc4ccccc34)CC2)c(Cl)c1Cl
25331,C1CCOC1.CC1=C(CO)C(C)(C)CCC1.CCOC(=O)N=NC(=O)OCC.N#Cc1ccc(O)cc1F.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>CC1=C(COc2ccc(C#N)c(F)c2)C(C)(C)CCC1
2088,CCOC(C)=O.CN(C)C=O.COC(=O)c1cnc(N)s1.Cc1nc(Cl)cc(Cl)n1.[H-].[Na+]>>COC(=O)c1cnc(Nc2cc(Cl)nc(C)n2)s1
25027,C=CCC1CCCNC1=O.Nc1ccc(I)c(Cl)c1>>C=CCC1CCCN(c2ccc(N)cc2Cl)C1=O
9215,C1CCOC1.COC(=O)c1cc(-c2c(C)cnn2C)c(C)o1.[Na+].[OH-]>>Cc1cnn(C)c1-c1cc(C(=O)O)oc1C
10607,C1CCN(C2CCNCC2)C1.Cc1nn(-c2cccc(Cl)c2)c(C)c1C(=O)O>>Cc1nn(-c2cccc(Cl)c2)c(C)c1C(=O)N1CCC(N2CCCC2)CC1
38499,Brc1cc2c(I)nn(C3CCCCO3)c2cn1.CC#N.CC(=O)[O-].ClCCl.Cl[Pd]Cl.O=C([O-])[O-].OB(O)c1ccccc1.[K+].[Na+].[Na+]>>Brc1cc2c(-c3ccccc3)nn(C3CCCCO3)c2cn1
6506,COc1ccc(-c2csc3c2-n2cccc2C3=O)cc1OC.ClC(Cl)Cl.[Al+3].[Cl-].[Cl-].[Cl-]>>COc1ccc(-c2csc3c2-n2cccc2C3=O)cc1O
46587,C1CCOC1.CCOC(C)=O.NC(=O)N1CCOCC1.O=C(O)c1cncc(Br)c1.O=S(=O)(O)O.[Al+3].[H-].[H-].[H-].[H-].[Li+]>>O=Cc1cncc(Br)c1
36071,COc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4cccc(C#N)c4)C3=O)cc2c1.ClCc1ccncc1>>COc1ccc2ccc(S(=O)(=O)N(Cc3ccncc3)[C@H]3CCN(Cc4cccc(C#N)c4)C3=O)cc2c1
12358,C1CCOC1.CCCC[N+](CCCC)(CCCC)CCCC.COC(=O)c1ccc(CCCN2C(=O)CCC2CCC(Cc2ccccc2)O[Si](C)(C)C(C)(C)C)cc1.[F-]>>COC(=O)c1ccc(CCCN2C(=O)CCC2CCC(O)Cc2ccccc2)cc1
21933,COc1ccc2c(Cc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(S(C)(=O)=O)cc3)ccc2c1.Cl.c1ccncc1>>CS(=O)(=O)c1ccc(-c2ccc3cc(O)ccc3c2Cc2ccc(OCCN3CCCCC3)cc2)cc1.Cl
36844,CCN(CC)CC.CCc1c(C)[nH]c2c(C(=O)NNC(=O)c3ccccn3)cnn2c1=O.CN(C)C=O.Cc1ccc(S(=O)(=O)Cl)cc1.ClCCl>>CCc1c(C)[nH]c2c(-c3nnc(-c4ccccn4)o3)cnn2c1=O
18998,CN(C)C=O.O=C([O-])[O-].O=[N+]([O-])c1cc(F)ccc1F.Oc1ccccc1.[K+].[K+]>>O=[N+]([O-])c1cc(F)ccc1Oc1ccccc1
30209,C1CCOC1.CO.C[O-].Nc1nc2cc(Cl)c(Cl)cc2nc1Cl.[Na+]>>COc1nc2cc(Cl)c(Cl)cc2nc1N
6467,CCO.O=C1CCCc2c(Oc3ccc(-c4c5cccc(C(F)(F)F)c5nn4Cc4ccc(Cl)cc4F)cc3)cccc21.[BH4-].[Na+]>>OC1CCCc2c(Oc3ccc(-c4c5cccc(C(F)(F)F)c5nn4Cc4ccc(Cl)cc4F)cc3)cccc21
38774,CCCC[Sn](CCCC)(CCCC)/C(=C/[C@H]1CCC(=O)N1Cc1ccc(OC)cc1OC)c1ccc(C(C)(C)C)cc1.CCOC(C)=O.CN(C)C=O.COc1nc(I)ccc1N.I[Cu]I.O.[Cs+].[F-].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>COc1ccc(CN2C(=O)CC[C@@H]2/C=C(\c2ccc(C(C)(C)C)cc2)c2ccc(N)c(OC)n2)c(OC)c1
202,CCCCN(CCCC)C(=O)c1ncn(C)c1Br.COC(=O)c1ccc(B2OCC(C)(C)CO2)c(C(=O)N2CCc3ccccc3C2)c1>>CCCCN(CCCC)C(=O)c1ncn(C)c1-c1ccc(C(=O)OC)cc1C(=O)N1CCc2ccccc2C1
22386,C1COCCN1.C1COCCOCCOCCOCCOCCO1.CC(C)(C)[O-].Cn1ccc2ccc(I)cc21.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Na+].[Pd].[Pd].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1>>Cn1ccc2ccc(N3CCOCC3)cc21
4206,C1COCCO1.CC(C)S(=O)(=O)Cc1cc(N2CCOC[C@@H]2C)nc(-c2ccc(N)cc2)n1.O=C(Cl)Oc1ccccc1.O=C([O-])O.[Na+]>>CC(C)S(=O)(=O)Cc1cc(N2CCOC[C@@H]2C)nc(-c2ccc(NC(=O)Oc3ccccc3)cc2)n1
34825,CCOC(C)=O.COC(=O)[C@@H]1C[C@H]1c1ccc(OCc2ccccc2)cc1OC.[Pd]>>COC(=O)[C@@H]1C[C@H]1c1ccc(O)cc1OC
44951,C1COCCO1.CC(C)Oc1ncc(-c2nc(-c3cccc4c3OCCN(C(=O)OC(C)(C)C)C4CCCC(=O)O)no2)cc1Cl.Cl>>CC(C)Oc1ncc(-c2nc(-c3cccc4c3OCCNC4CCCC(=O)O)no2)cc1Cl.Cl
37171,CO.CS(=O)(=O)Nc1ccc([N+](=O)[O-])nc1.O.[Cl-].[NH4+].[Zn]>>CS(=O)(=O)Nc1ccc(N)nc1
3019,CO.O=[N+]([O-])CC(O)c1ccc(F)cc1.[Pd]>>NCC(O)c1ccc(F)cc1
19226,CC(=O)N1CCN(c2ccc(Nc3ncc(F)c(N4CCC(NC(=O)OCc5ccccc5)CC4)n3)cc2)CC1.CO.[H][H]>>CC(=O)N1CCN(c2ccc(Nc3ncc(F)c(N4CCC(N)CC4)n3)cc2)CC1
46650,C1CCOC1.CO.COC(=O)[C@H](CCCCNC(=O)[C@H](CCCCNC(=O)[C@H](CCCCNC(=NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C.O.[Na+].[OH-]>>CC(C)(C)OC(=O)N=C(NCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)O)NC(=O)OC(C)(C)C
17288,Cc1nc(N2CCN(Cc3ccc(OC(F)(F)F)cc3)C2=O)sc1C(=O)O.Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)O.NC[C@H](O)c1ccccc1>>Cc1nc(N2CCN(Cc3ccc(OC(F)(F)F)cc3)C2=O)sc1C(=O)NC[C@H](O)c1ccccc1
37736,CC(=O)[O-].CC(=O)[O-].CCCO.COC(=O)c1c2c(nn1CCCNC(=O)OC(C)(C)C)-c1cc(Br)c(OC)cc1CC2.O.O=C([O-])[O-].O=[N+]([O-])c1cccc(B(O)O)c1.[Na+].[Na+].[Pd+2].c1ccc(P(c2ccccc2)c2ccccc2)cc1>>COC(=O)c1c2c(nn1CCCNC(=O)OC(C)(C)C)-c1cc(-c3cccc([N+](=O)[O-])c3)c(OC)cc1CC2
14322,C1COCCO1.C=CCc1c(OS(=O)(=O)C(F)(F)F)ccc2cc(OC)ccc12.COc1ccc(B(O)O)cc1.O.O.O=P([O-])([O-])[O-].[K+].[K+].[K+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>C=CCc1c(-c2ccc(OC)cc2)ccc2cc(OC)ccc12
4927,O=Cc1ccc(F)cc1Br.OB(O)c1ccco1.OBO>>O=Cc1ccc(F)cc1-c1ccco1
10893,CCC(CC)(CN1C[C@H](c2cccc(F)c2)[C@@H](C=O)C1)C(=O)OCc1ccccc1.CCn1nc(Cc2ccccc2)cc1C1CCNCC1.COc1ccc(COC(=O)C(C)(C)C=O)cc1>>CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN(CC(CC)(CC)C(=O)OCc3ccccc3)C[C@@H]2c2cccc(F)c2)CC1
17122,CC(=O)Cl.CN(C)C=O.COc1ccccc1NC(=O)[C@@H]1Cc2[nH]cnc2CN1.[H-].[Na+]>>COc1ccccc1NC(=O)[C@@H]1Cc2[nH]cnc2CN1C(C)=O
38697,CC(C)(C)OC(=O)N1CCc2cc(B3OC(C)(C)C(C)(C)O3)ccc2C1.COc1cc(OC)c(F)c(-c2ncc3c(I)n[nH]c3n2)c1F>>COc1cc(OC)c(F)c(-c2ncc3c(-c4ccc5c(c4)CCN(C(=O)OC(C)(C)C)C5)n[nH]c3n2)c1F
43441,Brc1ccc2[nH]ccc2c1.CCOC(C)=O.CNCCNC.Cc1ccccc1.O.[C-]#N.[Cu]I.[NH4+].[Na+].[OH-]>>N#Cc1ccc2[nH]ccc2c1
15448,COc1cc(N)c(Cl)cc1C(=O)NCC1CCNCC1.COc1ccc(OCCCCCCl)cc1OC.Cl.Cl>>COc1ccc(OCCCCCN2CCC(CNC(=O)c3cc(Cl)c(N)cc3OC)CC2)cc1OC
515,C1CNCCN1.CCOC(C)=O.COc1cc(COc2nn(-c3ccccc3)cc2C=O)ccc1OCc1nc(-c2ccco2)oc1C.Cc1ccccc1.N#CCC#N.O.O=C(O)c1ccccc1>>COc1cc(COc2nn(-c3ccccc3)cc2C=C(C#N)C#N)ccc1OCc1nc(-c2ccco2)oc1C
21872,CCN(CC)CC.COc1c(Br)cc(C(=O)Cl)cc1Br.ClCCl.FC(F)(F)c1cccc(-c2cnc3c(c2)NCCO3)c1>>COc1c(Br)cc(C(=O)N2CCOc3ncc(-c4cccc(C(F)(F)F)c4)cc32)cc1Br
8265,C1CCOC1.Clc1cncc(Cl)n1.N#CC1(CO)CCOCC1.O.[H-].[Na+]>>N#CC1(COc2cncc(Cl)n2)CCOCC1
20761,CC(C)O.O=C1Cc2c(I)cccc2N1.O=Cc1ccc[nH]1>>O=C1Nc2cccc(I)c2/C1=C/c1ccc[nH]1
20048,C1CCOC1.CC(=O)c1ccccc1.OCCNCCO>>C[C@H](O)c1ccccc1
36281,ClCCl.O=[Mn]=O.OCC(=C(c1ccc(F)cc1)c1ccc(F)cc1)c1nnn(C(c2ccccc2)(c2ccccc2)c2ccccc2)n1>>O=CC(=C(c1ccc(F)cc1)c1ccc(F)cc1)c1nnn(C(c2ccccc2)(c2ccccc2)c2ccccc2)n1
48466,C1CCOC1.Cc1cscc1N=C=S.Nc1cc(C(F)(F)F)cc(Cl)c1N>>Cc1cscc1NC(=S)Nc1cc(C(F)(F)F)cc(Cl)c1N
34138,CC(=O)N(C)C.CCN(C(C)C)C(C)C.Cc1cc(C(=O)O)[nH]n1.Cl.F[P-](F)(F)(F)(F)F.Nc1cnc2[nH]c(I)cc2c1.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1>>Cc1cc(C(=O)Nc2cnc3[nH]c(I)cc3c2)[nH]n1
49873,Cc1c(N)cc(F)c2cccnc12.Cl.O.S=C(Cl)Cl.[Na+].[OH-]>>Cc1c(N=C=S)cc(F)c2cccnc12
9103,CCO.CCOC(=O)C1(C)CCN1C(=O)Cc1cc(C)cc(C)c1.CO.[Na+].[OH-]>>Cc1cc(C)cc(CC(=O)N2CCC2(C)C(=O)O)c1
37525,CC(=O)Cl.CCN(CC)CC.C[C@H]1CC[C@H]2C(C)(C)[C@@H](N)CC[C@]23Oc2c(c(OCc4ccccc4)cc4c2CN(C(=O)OC(C)(C)C)C4=O)C[C@]13C.ClCCl>>CC(=O)N[C@H]1CC[C@@]23Oc4c(c(OCc5ccccc5)cc5c4CN(C(=O)OC(C)(C)C)C5=O)C[C@]2(C)[C@@H](C)CC[C@H]3C1(C)C
41210,CC#N.CCN(CC)CC.CCc1nn(-c2c(C)cc(C)cc2C)c(CC)c1CO.CN(C)C=O.CS(=O)(=O)Cl.ClCCl.O.OCC1Cc2ccccc2CN1>>CCc1nn(-c2c(C)cc(C)cc2C)c(CC)c1CN1Cc2ccccc2C[C@@H]1CO
12126,CCN(CC)CC.COc1cc(C(=O)Cl)cc(OC)c1OC.Cc1c(C)c2c(c(C)c1OCc1ccccc1)CC(CCN)O2.Cl.ClC(Cl)Cl>>COc1cc(C(=O)NCCC2Cc3c(C)c(OCc4ccccc4)c(C)c(C)c3O2)cc(OC)c1OC
23035,C=CCOC1CN(C(=O)OC(C)(C)C)CCC1=O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCCl.NCc1ccccc1.[Na+]>>C=CCO[C@@H]1CN(C(=O)OC(C)(C)C)CC[C@@H]1NCc1ccccc1
266,CCOC(=O)C(F)(F)F.CO.OCCNCc1ccccc1>>O=C(N(CCO)Cc1ccccc1)C(F)(F)F
18600,CO.NN.O.O=C(CO[C@@H]1CC[C@H](N2C(=O)c3ccccc3C2=O)c2ccccc21)N1CCOCC1>>N[C@H]1CC[C@@H](OCC(=O)N2CCOCC2)c2ccccc21
12693,CCOC(=O)c1ccc(C2=NOC(c3cc(Cl)cc(C(F)(F)F)c3)(C(F)(F)F)C2)cc1C(F)(F)F.CO.O.[Li+].[OH-]>>O=C(O)c1ccc(C2=NOC(c3cc(Cl)cc(C(F)(F)F)c3)(C(F)(F)F)C2)cc1C(F)(F)F
23223,CCN(CC)CC.CS(=O)(=O)Cl.C[C@H](CCO)C1CCN(C(=O)OC(C)(C)C)CC1.ClCCl>>C[C@H](CCOS(C)(=O)=O)C1CCN(C(=O)OC(C)(C)C)CC1
35596,C1CCOC1.CC(C)C[AlH]CC(C)C.COC(=O)C1=Cc2ccsc2S(=O)(=O)N1c1ccc(OC)cc1>>COc1ccc(N2C(CO)=Cc3ccsc3S2(=O)=O)cc1
20897,C1CNCCN1.CC(C)Nc1c(Cl)cnnc1Cl.Cc1ccccc1C.Cl>>CC(C)Nc1c(Cl)cnnc1N1CCNCC1
11832,CC#N.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.NCC(O)CO>>CC(C)(C)OC(=O)NCC(O)CO
41136,CCO.O.O=[N+]([O-])c1ccc(Oc2cccc3[nH]ccc23)c(Cl)c1.[Ca+2].[Cl-].[Cl-]>>Nc1ccc(Oc2cccc3[nH]ccc23)c(Cl)c1
31144,C#CC(O)c1ccc(OC)cc1.CCN(CC)CC.CC[Mg+].CN(C)C=O.COc1cc[nH]c1/C=C1\C(=O)Nc2cccc(Br)c21.COc1ccc(C=O)cc1.Cl[Pd]Cl.[Cl-].[Cu]I.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>COc1ccc(C(O)C#Cc2cccc3c2/C(=C/c2[nH]ccc2OC)C(=O)N3)cc1
24681,C1CCOC1.CCOC(=O)c1cc(C(=O)C=Cc2ccc(C(=O)OC(C)(C)C)cc2)cc(C)n1.[H][H]>>CCOC(=O)c1cc(C(=O)CCc2ccc(C(=O)OC(C)(C)C)cc2)cc(C)n1
9674,CC(=O)Cl.CC(C)Cn1c(CON)nc2c(N)nc3c(c21)CCCC3.CCN(CC)CC.ClCCl>>CC(=O)NOCc1nc2c(N)nc3c(c2n1CC(C)C)CCCC3
8275,C1CNC1.CCOC(C)=O.CN(C)C=O.CS(=O)(=O)OCCn1cc(CC(F)(F)F)nc1C1CCN(c2ncnc3c2[C@H](C(F)(F)F)CC(=O)N3)CC1>>O=C1C[C@@H](C(F)(F)F)c2c(ncnc2N2CCC(c3nc(CC(F)(F)F)cn3CCN3CCC3)CC2)N1
10912,CNN.ClCCl.NN.O=C=Nc1nnc(C(F)(F)F)s1>>CN(N)C(=O)Nc1nnc(C(F)(F)F)s1
148,B.C1CCOC1.CO.COC(=O)Cc1cc(OCc2ccc(F)cc2)ccc1C(=O)O.CSC>>COC(=O)Cc1cc(OCc2ccc(F)cc2)ccc1CO
37615,C1COCCO1.COc1ccc(CNc2ncc(C#N)c3sc(I)cc23)cc1.O=C([O-])[O-].[Cs+].[Cs+].[Cu]I.c1c[nH]cn1>>COc1ccc(CNc2ncc(C#N)c3sc(-n4ccnc4)cc23)cc1
41664,C1CCOC1.CCCCCC.CCOC(C)=O.CO.COc1ccc(F)cc1C1(CC(O)(C=Nc2cccc3ncccc23)C(F)(F)F)CC1.[BH4-].[Na+]>>COc1ccc(F)cc1C1(CC(O)(CNc2cccc3ncccc23)C(F)(F)F)CC1
32297,CC(C)n1c(=O)n(-c2ccc(OCc3ccccc3)cc2)c2ncc(Cl)cc21.CCOC(C)=O>>CC(C)n1c(=O)n(-c2ccc(O)cc2)c2ncc(Cl)cc21
31175,CC(C)(C)OC(=O)N1CCC(CCCCc2ccncc2)CC1.ClCCl.O=C(O)C(F)(F)F>>c1cc(CCCCC2CCNCC2)ccn1
32381,CC(=O)OC(C)=O.COc1cc(C#N)ccc1N.O=CO>>COc1cc(C#N)ccc1NC=O
27846,CC(C)(C)OC(=O)N1CCC2C1C(c1c[nH]c3cc(F)ccc13)CN2S(C)(=O)=O.ClCCl.O=C(O)C(F)(F)F>>CS(=O)(=O)N1CC(c2c[nH]c3cc(F)ccc23)C2NCCC21
34432,CO.O=C1CCCc2ncccc21.[BH4-].[Na+]>>OC1CCCc2ncccc21
